Instance_number,Topic,TopicKnowledge,OverAllTopicKnowledge,QuizWiseTopicKnowledge,AdvanceTopicKnowledge,OverAllAdvanceTopicKnowledge,QuizWiseAdvanceTopicKnowledge,EasyTopicKnowledge,OverAllEasyTopicKnowledge,QuizWiseEasyTopicKnowledge,Knowledge,OverAllKnowledge,QuizWiseKnowledge,AdvancedKnowledge,OverAllAdvancedKnowledge,QuizWiseAdvancedKnowledge,EasyKnowledge,OverAllEasyKnowledge,QuizWiseEasyKnowledge,OverallInteractionData,QuizWiseInteractionData,ActiveOrReflective,SensoryOrIntuitive,VisualOrVerbal,SequentialOrGlobal,Recommendation,Cluster
138,'classes easy',0,0,0,0,0,0,0,0,0,0.648333,1.296667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster4
139,'declarations and access control advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.849893,1.396667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster2
140,'garbage collection easy',0.125,0,0.25,0.25,0,0.5,0,0,0,0.849893,1.396667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster2
141,'garbage collection advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.899893,1.496667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster2
142,'objects and collections advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.899893,1.496667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster2
143,'objects and collections easy',0,0,0,0,0,0,0,0,0,0.887393,1.496667,0.278119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster4
144,'flow control advanced',0,0,0,0,0,0,0,0,0,0.465513,0.856803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster7
145,'flow control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.528013,0.981803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster7
146,'exceptions easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.578013,1.081803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://rymden.nu/exceptions.html,cluster7
147,'threads advanced',0,0,0,0,0,0,0,0,0,0.565513,1.056803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/2013/03/multithreading-in-java/,cluster7
148,'core easy',0,0,0,0,0,0,0,0,0,0.565513,1.056803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.tutorialspoint.com/java/java_inheritance.htm,cluster7
149,'declarations and access control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.653013,1.231803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster7
150,'operators and assignments advanced',0,0,0,0,0,0,0,0,0,0.640513,1.206803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.wideskills.com/java-tutorial/java-operators-tutorial,cluster7
151,'inner classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.703013,1.331803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster7
152,'assertions easy',0,0,0,0,0,0,0,0,0,0.690513,1.306803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster7
153,'assertions advanced',0,0,0,0,0,0,0,0,0,0.690513,1.306803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster7
154,'classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.753013,1.431803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster7
155,'declarations and access control advanced',0.125,0.25,0,0.25,0.5,0,0,0,0,0.828013,1.581803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster6
156,'garbage collection easy',0,0,0,0,0,0,0,0,0,0.815513,1.556803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster7
157,'garbage collection advanced',0.125,0.25,0,0.25,0.5,0,0,0,0,0.878013,1.681803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster6
158,'objects and collections advanced',0,0,0,0,0,0,0,0,0,0.865513,1.656803,0.074222,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster7
159,'objects and collections easy',0.1875,0.25,0.125,0,0,0,0.375,0.5,0.25,0.959263,1.781803,0.136722,0.295139,0.583333,0.006944,0.272917,0.541667,0.004167,0.015,0.48,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster7
160,'flow control advanced',0,0,0,0,0,0,0,0,0,0.345646,0.691293,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,https://javatutorial.net/java-control-flow-statements,cluster3
161,'flow control easy',0.015625,0.03125,0,0,0,0,0.03125,0.0625,0,0.353459,0.706918,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,https://javatutorial.net/java-control-flow-statements,cluster3
162,'exceptions easy',0,0,0,0,0,0,0,0,0,0.364396,0.728793,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,?,cluster3
163,'threads advanced',0,0,0,0,0,0,0,0,0,0.376896,0.753793,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://beginnersbook.com/2013/03/multithreading-in-java/,cluster3
164,'core easy',0,0,0,0,0,0,0,0,0,0.376896,0.753793,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.tutorialspoint.com/java/java_inheritance.htm,cluster3
165,'declarations and access control easy',0,0,0,0,0,0,0,0,0,0.376896,0.753793,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.jchq.net/certkey/0101certkey.htm,cluster3
166,'operators and assignments advanced',0,0,0,0,0,0,0,0,0,0.383146,0.766293,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.wideskills.com/java-tutorial/java-operators-tutorial,cluster3
167,'inner classes easy',0.015625,0.03125,0,0,0,0,0.03125,0.0625,0,0.415959,0.831918,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster3
168,'assertions easy',0,0,0,0,0,0,0,0,0,0.420646,0.841293,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,?,cluster3
169,'assertions advanced',0,0,0,0,0,0,0,0,0,0.420646,0.841293,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster3
170,'classes easy',0.015625,0.03125,0,0,0,0,0.03125,0.0625,0,0.453459,0.906918,0,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster3
171,'declarations and access control advanced',0.140625,0.03125,0.25,0.28125,0.0625,0.5,0,0,0,0.568636,0.969418,0.167854,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://www.jchq.net/certkey/0101certkey.htm,cluster3
172,'garbage collection easy',0.125,0,0.25,0.25,0,0.5,0,0,0,0.567073,0.966293,0.167854,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster3
173,'garbage collection advanced',0.15625,0.0625,0.25,0.3125,0.125,0.5,0,0,0,0.607698,1.047543,0.167854,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster3
174,'objects and collections advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.617073,1.066293,0.167854,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://beginnersbook.com/java-collections-tutorials/,cluster3
175,'objects and collections easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.667073,1.191293,0.142854,0.221528,0.258333,0.184722,0.073497,0.125781,0.021212,-0.283333,-0.45,ACTIVE,SENSORY,VISUAL,SEQUENTIAL,http://beginnersbook.com/java-collections-tutorials/,cluster3
176,'flow control advanced',0,0,0,0,0,0,0,0,0,0.423333,0.846667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster4
177,'flow control easy',0,0,0,0,0,0,0,0,0,0.473333,0.946667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster4
178,'exceptions easy',0,0,0,0,0,0,0,0,0,0.523333,1.046667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://rymden.nu/exceptions.html,cluster4
179,'threads advanced',0,0,0,0,0,0,0,0,0,0.523333,1.046667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/2013/03/multithreading-in-java/,cluster4
180,'core easy',0,0,0,0,0,0,0,0,0,0.523333,1.046667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster4
181,'declarations and access control easy',0,0,0,0,0,0,0,0,0,0.548333,1.096667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster4
182,'operators and assignments advanced',0,0,0,0,0,0,0,0,0,0.548333,1.096667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.wideskills.com/java-tutorial/java-operators-tutorial,cluster4
183,'inner classes easy',0,0,0,0,0,0,0,0,0,0.598333,1.196667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster4
184,'assertions easy',0,0,0,0,0,0,0,0,0,0.598333,1.196667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster4
185,'assertions advanced',0,0,0,0,0,0,0,0,0,0.598333,1.196667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster4
186,'classes easy',0,0,0,0,0,0,0,0,0,0.648333,1.296667,0,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster4
187,'declarations and access control advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.849893,1.396667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster2
188,'garbage collection easy',0.125,0,0.25,0.25,0,0.5,0,0,0,0.849893,1.396667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster2
189,'garbage collection advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.899893,1.496667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster2
190,'objects and collections advanced',0.125,0,0.25,0.25,0,0.5,0,0,0,0.899893,1.496667,0.303119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster2
191,'objects and collections easy',0,0,0,0,0,0,0,0,0,0.887393,1.496667,0.278119,0.402778,0.416667,0.388889,0.225852,0.375,0.076705,-0.45,-0.45,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster4
192,'flow control advanced',0,0,0,0,0,0,0,0,0,0.442645,0.885289,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster7
193,'flow control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.517645,1.035289,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://javatutorial.net/java-control-flow-statements,cluster1
194,'exceptions easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.586395,1.172789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://rymden.nu/exceptions.html,cluster4
195,'threads advanced',0,0,0,0,0,0,0,0,0,0.573895,1.147789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/2013/03/multithreading-in-java/,cluster4
196,'core easy',0,0,0,0,0,0,0,0,0,0.573895,1.147789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.tutorialspoint.com/java/java_inheritance.htm,cluster4
197,'declarations and access control easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.661395,1.322789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster4
198,'operators and assignments advanced',0,0,0,0,0,0,0,0,0,0.648895,1.297789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.wideskills.com/java-tutorial/java-operators-tutorial,cluster4
199,'inner classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.711395,1.422789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster4
200,'assertions easy',0,0,0,0,0,0,0,0,0,0.698895,1.397789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster4
201,'assertions advanced',0,0,0,0,0,0,0,0,0,0.698895,1.397789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://docs.oracle.com/javase/7/docs/techfalsetes/guides/language/assert.html,cluster4
202,'classes easy',0.125,0.25,0,0,0,0,0.25,0.5,0,0.773895,1.547789,0,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.codejava.net/java-core/the-java-language/java-keyword-assert,cluster6
203,'declarations and access control advanced',0.1875,0.25,0.125,0.375,0.5,0.25,0,0,0,0.982535,1.672789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://www.jchq.net/certkey/0101certkey.htm,cluster6
204,'garbage collection easy',0.0625,0,0.125,0.125,0,0.25,0,0,0,0.970035,1.647789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster2
205,'garbage collection advanced',0.1875,0.25,0.125,0.375,0.5,0.25,0,0,0,1.057535,1.822789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,https://plumbr.eu/handbook/what-is-garbage-collection,cluster6
206,'objects and collections advanced',0.0625,0,0.125,0.125,0,0.25,0,0,0,1.045035,1.797789,0.292281,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,?,cluster2
207,'objects and collections easy',0.125,0.25,0,0,0,0,0.25,0.5,0,1.101285,1.922789,0.279781,0.5625,0.736111,0.388889,0.358375,0.647569,0.069181,-0.2175,0.015,REFLECTIVE,INTUITIVE,VERBAL,GLOBAL,http://beginnersbook.com/java-collections-tutorials/,cluster6
